,appid,positive_ratings,negative_ratings,average_playtime,median_playtime,owners
6130,383930,322,58,0,0,75000
6131,383950,31,10,0,0,10000
6132,383960,113,24,650,650,10000
6133,383980,4814,686,245,252,750000
6134,384000,230,79,62,62,35000
6135,384010,25,11,0,0,10000
6136,384030,258,174,550,1090,150000
6137,384040,11,2,0,0,10000
6138,384080,151,102,0,0,10000
6139,384090,96,44,0,0,10000
6140,384100,32,7,0,0,10000
6141,384110,843,150,308,308,150000
6142,384120,31,16,0,0,35000
6143,384180,1628,434,64,111,350000
6144,384190,15634,1233,116,83,750000
6145,384200,26,12,0,0,10000
6146,384210,8,6,0,0,10000
6147,384230,11,0,0,0,10000
6148,384250,89,57,8,8,75000
6149,384280,115,14,0,0,10000
6150,384300,6208,2324,6362,11929,350000
6151,384310,267,86,174,174,35000
6152,384320,37,37,0,0,10000
6153,384330,38,17,0,0,10000
6154,384360,551,176,0,0,75000
6155,384480,70,8,223,223,35000
6156,384490,2516,1298,27,27,350000
6157,384500,517,80,0,0,150000
6158,384550,282,146,53,53,35000
6159,384570,331,167,0,0,150000
6160,384590,21,1,0,0,10000
6161,384630,1241,66,242,242,75000
6162,384660,9,0,0,0,10000
6163,384680,445,34,0,0,35000
6164,384690,76,1,270,270,10000
6165,384700,25,5,187,187,10000
6166,384740,544,237,261,267,150000
6167,384750,137,146,0,0,10000
6168,384840,35,33,0,0,10000
6169,384880,1,3,0,0,10000
6170,384890,20,3,0,0,10000
6171,384900,0,2,0,0,10000
6172,384910,15,4,0,0,10000
6173,384920,15,32,0,0,10000
6174,384940,19,4,0,0,10000
6175,384950,17,8,288,291,35000
6176,384960,122,24,429,451,75000
6177,384970,1,3,0,0,10000
6178,384980,501,188,9,16,150000
6179,384990,66,16,0,0,10000
6180,385030,16,2,0,0,10000
6181,385060,35,4,0,0,10000
6182,385070,199,83,277,280,350000
6183,385080,54,160,334,333,350000
6184,385100,29,0,0,0,10000
6185,385130,54,10,0,0,10000
6186,385150,57,14,0,0,35000
6187,385220,59,35,0,0,10000
6188,385230,55,16,0,0,10000
6189,385240,715,159,280,299,75000
6190,385250,361,5,0,0,75000
6191,385260,118,69,0,0,75000
6192,385270,843,378,383,401,350000
6193,385310,34,27,213,213,35000
6194,385330,441,38,0,0,35000
6195,385350,14,5,0,0,10000
6196,385360,57,41,0,0,35000
6197,385370,2187,364,1,1,150000
6198,385380,947,213,947,947,75000
6199,385390,8,17,0,0,10000
6200,385400,387,538,53,53,150000
6201,385410,14,6,318,319,10000
6202,385440,39,16,228,228,10000
6203,385490,66,57,0,0,35000
6204,385530,109,51,0,0,150000
6205,385560,542,100,243,243,150000
6206,385580,3,8,0,0,10000
6207,385590,140,37,0,0,35000
6208,385600,25,28,0,0,10000
6209,385630,15,29,0,0,35000
6210,385690,35,1,0,0,10000
6211,385700,21,39,0,0,10000
6212,385710,1237,259,169,204,350000
6213,385730,1725,1026,1024,1024,150000
6214,385760,4353,3893,4672,4672,750000
6215,385770,3850,494,423,224,750000
6216,385800,11781,765,430,146,750000
6217,385810,3,4,0,0,35000
6218,385830,263,337,307,357,150000
6219,385840,11,2,0,0,10000
6220,385850,5,0,0,0,10000
6221,385860,35,14,466,466,10000
6222,385900,13,13,0,0,10000
6223,385940,5,5,0,0,10000
6224,385950,13,20,207,207,10000
6225,385960,2,16,0,0,10000
6226,386050,75,16,0,0,10000
6227,386070,5373,1375,408,579,750000
6228,386080,150,32,51,51,35000
6229,386090,18,6,0,0,10000
6230,386100,17,5,0,0,10000
6231,386140,36,21,0,0,35000
6232,386160,58,23,277,277,35000
6233,386180,12372,6196,864,126,3500000
6234,386200,25,3,0,0,10000
6235,386260,839,148,0,0,75000
6236,386280,130,125,0,0,10000
6237,386290,54,19,0,0,10000
6238,386330,3,15,0,0,10000
6239,386340,74,21,0,0,10000
6240,386360,34514,8895,1954,126,7500000
6241,386390,6,0,0,0,10000
6242,386400,67,19,0,0,10000
6243,386420,130,30,34,34,35000
6244,386480,1065,393,282,343,75000
6245,386490,95,60,210,212,150000
6246,386510,99,73,11,11,75000
6247,386520,137,17,0,0,10000
6248,386540,23,43,0,0,10000
6249,386560,101,12,0,0,10000
6250,386590,605,298,654,654,35000
6251,386600,101,24,0,0,35000
6252,386620,1368,194,153,181,150000
6253,386630,4,4,0,0,10000
6254,386640,131,98,3,3,75000
6255,386650,77,56,0,0,10000
6256,386690,199,57,0,0,35000
6257,386700,107,43,0,0,35000
6258,386710,11,11,0,0,10000
6259,386740,23,4,0,0,10000
6260,386750,39,15,0,0,10000
6261,386770,112,38,365,365,10000
6262,386840,35,6,0,0,10000
6263,386870,64,41,77,77,10000
6264,386880,2452,1079,116,217,150000
6265,386900,111,8,0,0,10000
6266,386930,45,53,0,0,10000
6267,386940,7908,451,622,658,750000
6268,386960,5,1,0,0,10000
6269,386970,201,37,862,862,10000
6270,386990,160,51,298,298,35000
6271,387010,104,48,0,0,35000
6272,387060,107,21,0,0,35000
6273,387070,18,86,0,0,10000
6274,387090,20,16,0,0,10000
6275,387100,21,4,0,0,10000
6276,387110,3,12,0,0,10000
6277,387130,12,4,0,0,10000
6278,387240,78,11,0,0,35000
6279,387270,11,5,0,0,10000
6280,387280,31,3,0,0,10000
6281,387290,15886,627,322,410,1500000
6282,387340,2394,176,335,469,150000
6283,387370,258,113,0,0,35000
6284,387400,4,16,4,4,10000
6285,387430,20,10,0,0,10000
6286,387450,28,73,0,0,75000
6287,387840,312,85,574,574,150000
6288,387850,59,17,0,0,35000
6289,387860,4014,931,13,15,350000
6290,387870,95,23,13,13,35000
6291,387880,18,12,0,0,10000
6292,387890,0,7,0,0,10000
6293,387930,184,139,201,230,150000
6294,387970,449,505,7,7,350000
6295,387990,15197,2777,2355,775,750000
6296,388010,4,3,0,0,10000
6297,388050,58,39,329,345,75000
6298,388060,360,218,73,82,150000
6299,388090,6348,507,139,206,350000
6300,388120,328,345,266,262,350000
6301,388140,12,4,0,0,10000
6302,388160,21,75,0,0,35000
6303,388210,2404,73,189,237,350000
6304,388260,26,5,0,0,10000
6305,388270,23,8,0,0,35000
6306,388300,22,39,0,0,10000
6307,388320,632,195,0,0,75000
6308,388340,292,88,0,0,35000
6309,388360,51,23,0,0,10000
6310,388370,102,42,0,0,75000
6311,388390,22,93,245,263,75000
6312,388410,5935,2063,992,861,1500000
6313,388420,254,31,118,134,75000
6314,388430,58,18,0,0,10000
6315,388440,17,19,0,0,35000
6316,388450,108,5,0,0,10000
6317,388490,177,146,130,130,150000
6318,388500,6,17,0,0,10000
6319,388540,6,1,0,0,10000
6320,388550,16,15,11,11,10000
6321,388600,12,2,0,0,10000
6322,388620,281,53,331,331,35000
6323,388660,10,13,263,283,35000
6324,388680,21,13,0,0,10000
6325,388720,44,10,0,0,10000
6326,388730,43,4,0,0,10000
6327,388750,2014,180,805,1510,350000
6328,388800,752,113,0,0,35000
6329,388830,1,2,0,0,10000
6330,388840,7,5,0,0,10000
6331,388880,6551,477,258,382,350000
6332,388900,89,29,0,0,35000
6333,388910,27,2,0,0,10000
6334,388960,25,17,0,0,35000
6335,388970,133,22,0,0,10000
6336,389010,4,4,0,0,10000
6337,389050,127,33,0,0,10000
6338,389140,688,24,0,0,10000
6339,389160,64,56,0,0,35000
6340,389170,858,79,342,342,150000
6341,389190,57,20,0,0,10000
6342,389220,147,68,0,0,10000
6343,389230,3,3,0,0,10000
6344,389250,93,6,0,0,10000
6345,389260,60,9,0,0,10000
6346,389270,127,40,359,370,350000
6347,389310,48,23,0,0,10000
6348,389330,1,4,0,0,10000
6349,389400,99,24,200,209,150000
6350,389430,3704,4187,113,107,3500000
6351,389460,35,78,0,0,10000
6352,389470,25,4,0,0,10000
6353,389510,1521,134,0,0,35000
6354,389530,31,95,0,0,75000
6355,389570,9463,2158,268,67,3500000
6356,389650,138,8,255,370,10000
6357,389680,2,15,0,0,10000
6358,389690,0,7,0,0,10000
6359,389700,151,149,242,245,350000
6360,389730,15372,3135,4367,7210,750000
6361,389740,7,27,0,0,10000
6362,389840,35,29,0,0,10000
6363,389850,77,6,0,0,10000
6364,389870,171,74,0,0,35000
6365,389900,124,63,0,0,10000
6366,389940,5,0,0,0,10000
6367,389970,5,3,0,0,10000
6368,389980,11,16,0,0,35000
6369,390030,278,74,324,324,35000
6370,390040,211,81,0,0,75000
6371,390090,46,27,0,0,35000
6372,390100,123,71,1,1,75000
6373,390200,118,59,0,0,35000
6374,390210,49,29,0,0,10000
6375,390220,65,31,0,0,10000
6376,390290,518,59,0,0,75000
6377,390310,112,61,0,0,10000
6378,390330,50,13,0,0,10000
6379,390340,633,1663,342,342,350000
6380,390460,13,11,0,0,10000
6381,390510,22,37,0,0,10000
6382,390520,1109,139,267,267,35000
6383,390540,70,43,417,417,35000
6384,390560,221,31,0,0,10000
6385,390570,64,67,293,299,150000
6386,390610,195,13,0,0,10000
6387,390620,37,3,0,0,35000
6388,390660,383,83,0,0,35000
6389,390670,2845,1259,472,476,750000
6390,390680,40,1,0,0,10000
6391,390710,237,66,357,357,35000
6392,390720,282,17,0,0,10000
6393,390730,260,19,0,0,35000
6394,390870,48,30,0,0,35000
6395,390880,42,39,204,210,150000
6396,390890,134,9,0,0,10000
6397,390910,152,35,258,258,75000
6398,390920,38,7,0,0,10000
6399,390930,36,7,0,0,10000
6400,390940,16,9,0,0,10000
6401,390970,497,359,214,225,350000
6402,391000,50,4,0,0,10000
6403,391030,28,4,0,0,10000
6404,391040,3237,612,1397,1777,350000
6405,391070,383,600,255,223,350000
6406,391100,10,5,0,0,10000
6407,391120,24,27,0,0,10000
6408,391140,59,4,0,0,10000
6409,391160,145,41,112,112,35000
6410,391170,276,35,0,0,35000
6411,391180,34,11,0,0,35000
6412,391190,3,0,0,0,10000
6413,391210,25,5,0,0,10000
6414,391220,49004,3838,817,656,3500000
6415,391250,84,13,0,0,10000
6416,391260,771,290,183,236,350000
6417,391270,2377,633,18,18,350000
6418,391280,140,57,0,0,35000
6419,391290,5,2,0,0,10000
6420,391300,52,32,271,302,75000
6421,391310,121,52,239,258,35000
6422,391340,40,56,0,0,35000
6423,391380,3,1,0,0,10000
6424,391390,31,2,0,0,10000
6425,391400,1,2,0,0,10000
6426,391410,3,6,0,0,10000
6427,391420,491,181,204,209,350000
6428,391440,23,16,0,0,10000
6429,391460,8983,6166,75,36,3500000
6430,391490,192,24,0,0,35000
6431,391510,16,1,0,0,10000
6432,391520,76,50,0,0,10000
6433,391540,97832,4496,679,443,3500000
6434,391550,13,9,0,0,10000
6435,391560,42,38,208,213,35000
6436,391580,175,44,14,14,75000
6437,391590,19,16,0,0,10000
6438,391600,91,38,222,256,35000
6439,391630,19,15,0,0,10000
6440,391640,21,9,0,0,10000
6441,391650,15,2,0,0,10000
6442,391660,79,38,289,304,35000
6443,391720,14551,1682,227,242,3500000
6444,391730,1711,267,143,143,150000
6445,391740,180,231,352,352,150000
6446,391780,247,228,3,3,350000
6447,391820,24,28,0,0,35000
6448,391910,3,2,0,0,10000
6449,391960,14,4,0,0,10000
6450,392000,233,56,0,0,10000
6451,392020,152,14,0,0,35000
6452,392030,68,4,0,0,10000
6453,392040,131,61,0,0,10000
6454,392070,130,23,0,0,10000
6455,392080,177,52,0,0,10000
6456,392100,4,0,0,0,10000
6457,392110,8161,1986,1278,1588,750000
6458,392120,12,13,0,0,10000
6459,392160,3557,1714,873,873,150000
6460,392190,70,25,0,0,10000
6461,392260,139,39,0,0,10000
6462,392280,155,92,0,0,35000
6463,392290,1,0,0,0,10000
6464,392330,24,3,0,0,10000
6465,392370,8,2,0,0,10000
6466,392410,203,88,80,80,35000
6467,392450,472,67,0,0,150000
6468,392470,380,77,0,0,35000
6469,392580,438,149,0,0,35000
6470,392600,23,1,0,0,10000
6471,392610,62,3,0,0,10000
6472,392620,14,3,0,0,10000
6473,392680,28,10,0,0,10000
6474,392690,15,3,0,0,10000
6475,392720,11,1,0,0,10000
6476,392730,7,3,0,0,10000
6477,392780,20,7,0,0,10000
6478,392820,137,140,264,264,75000
6479,392890,2,13,0,0,10000
6480,392920,59,13,0,0,10000
6481,392930,23,22,0,0,10000
6482,392940,108,22,0,0,35000
6483,392950,3799,434,0,0,150000
6484,392970,171,16,0,0,10000
6485,393080,1148,1112,302,556,35000
6486,393150,53,21,193,193,35000
6487,393170,25,1,0,0,10000
6488,393190,509,8,0,0,10000
6489,393200,511,96,0,0,35000
6490,393220,40,5,0,0,10000
6491,393240,15,10,0,0,10000
6492,393290,4,17,0,0,10000
6493,393350,25,5,0,0,10000
6494,393380,23539,6008,3173,1563,750000
6495,393390,43,53,0,0,10000
6496,393410,654,436,3,3,350000
6497,393420,15574,5362,5439,7099,750000
6498,393430,822,162,853,1217,150000
6499,393460,37,29,219,219,35000
6500,393520,1158,139,0,0,75000
6501,393530,1475,751,76,90,350000
6502,393540,4,2,0,0,10000
6503,393550,18,7,0,0,10000
6504,393600,16,5,0,0,10000
6505,393610,111,28,0,0,35000
6506,393660,35,23,0,0,35000
6507,393750,117,64,0,0,10000
6508,393770,3,5,0,0,10000
6509,393790,79,35,49,49,35000
6510,393820,21,31,0,0,10000
6511,393860,17,9,0,0,10000
6512,393920,84,83,0,0,10000
6513,393930,286,153,5,5,150000
6514,393950,10,14,0,0,10000
6515,393980,463,137,303,303,75000
6516,394010,2,6,0,0,10000
6517,394030,19,0,572,572,10000
6518,394120,152,226,3,6,150000
6519,394130,131,9,1,1,75000
6520,394140,87,19,0,0,35000
6521,394160,250,48,21,21,75000
6522,394220,116,26,0,0,35000
6523,394230,5692,3494,652,752,750000
6524,394260,31,12,0,0,10000
6525,394270,10,2,0,0,10000
6526,394280,121,85,71,71,35000
6527,394290,78,7,0,0,10000
6528,394310,6071,1669,478,378,750000
6529,394360,34711,5251,9413,4181,1500000
6530,394390,17,2,0,0,10000
6531,394430,40,2,0,0,10000
6532,394450,365,200,0,0,35000
6533,394480,21,17,0,0,10000
6534,394490,16,37,0,0,10000
6535,394510,13065,1222,1112,1416,750000
6536,394540,342,101,264,303,350000
6537,394550,72,8,0,0,10000
6538,394600,149,54,0,0,35000
6539,394680,243,29,0,0,75000
6540,394690,5275,968,1326,1532,350000
6541,394700,267,48,0,0,35000
6542,394720,9,11,0,0,35000
6543,394760,1102,415,155,155,150000
6544,394770,14,21,0,0,10000
6545,394840,19,32,0,0,10000
6546,394850,94,23,12,12,10000
6547,394870,578,224,261,277,150000
6548,394950,16,0,0,0,10000
6549,394970,2376,117,364,559,150000
6550,394990,3,6,0,0,10000
6551,395100,12,1,0,0,10000
6552,395140,76,8,0,0,35000
6553,395160,342,138,0,0,35000
6554,395170,6830,451,228,242,3500000
6555,395190,9,0,0,0,10000
6556,395200,1095,329,0,0,150000
6557,395250,21,14,0,0,10000
6558,395270,171,59,0,0,35000
6559,395300,2,2,0,0,10000
6560,395350,187,108,0,0,10000
6561,395380,68,38,394,397,75000
6562,395400,17,18,0,0,10000
6563,395420,87,32,0,0,35000
6564,395470,31,12,0,0,10000
6565,395480,3,1,0,0,10000
6566,395500,207,37,0,0,10000
6567,395520,2429,331,3,5,350000
6568,395550,18,0,0,0,10000
6569,395560,43,53,0,0,35000
6570,395570,570,230,0,0,350000
6571,395580,14,3,0,0,10000
6572,395600,50,23,0,0,10000
6573,395620,127,30,530,530,10000
6574,395850,348,69,0,0,10000
6575,395860,155,33,0,0,10000
6576,395880,8,4,0,0,10000
6577,395900,69,39,0,0,35000
6578,395910,5,22,0,0,10000
6579,395920,22,16,0,0,10000
6580,395930,45,3,0,0,10000
6581,395940,2,3,0,0,10000
6582,395960,7,2,0,0,10000
6583,396010,3,1,0,0,10000
6584,396030,155,68,0,0,75000
6585,396060,142,18,0,0,75000
6586,396090,158,59,0,0,35000
6587,396230,138,28,0,0,10000
6588,396260,32,3,0,0,10000
6589,396280,78,15,1,1,75000
6590,396310,268,40,0,0,10000
6591,396320,25,12,0,0,10000
6592,396350,400,21,278,278,35000
6593,396360,129,64,237,275,75000
6594,396480,506,128,0,0,150000
6595,396530,9,32,637,648,75000
6596,396560,48,24,0,0,10000
6597,396590,31,11,0,0,10000
6598,396610,1,7,0,0,10000
6599,396640,247,25,0,0,10000
6600,396650,1074,48,1,1,35000
6601,396660,80,22,0,0,35000
6602,396680,39,13,0,0,10000
6603,396710,217,14,0,0,35000
6604,396730,5,9,0,0,10000
6605,396750,4061,1087,312,332,350000
6606,396790,471,127,267,330,150000
6607,396800,309,42,0,0,35000
6608,396820,5,4,0,0,10000
6609,396850,34,43,262,264,75000
6610,396860,154,25,0,0,10000
6611,396870,14,6,0,0,10000
6612,396890,158,31,0,0,10000
6613,396900,1519,176,0,0,75000
6614,396930,13,6,0,0,10000
6615,397020,2,5,0,0,10000
6616,397040,144,165,0,0,150000
6617,397060,4683,882,2201,2049,750000
6618,397090,57,13,0,0,10000
6619,397100,644,207,11,11,350000
6620,397160,148,29,244,244,35000
6621,397180,30,7,0,0,10000
6622,397190,71,24,0,0,10000
6623,397200,10,14,0,0,10000
6624,397210,65,15,0,0,10000
6625,397240,8,4,0,0,10000
6626,397270,1035,82,215,215,75000
6627,397310,260,72,126,126,10000
6628,397320,23,50,0,0,10000
6629,397330,98,18,0,0,35000
6630,397340,4544,474,538,742,750000
6631,397350,389,21,0,0,35000
6632,397360,4,7,0,0,10000
6633,397390,116,45,0,0,35000
6634,397400,20,1,0,0,10000
6635,397430,441,35,344,463,75000
6636,397440,46,10,0,0,35000
6637,397460,533,32,264,264,350000
6638,397500,391,129,154,210,350000
6639,397570,166,34,162,162,35000
6640,397580,39,86,306,306,35000
6641,397600,19,0,0,0,10000
6642,397640,7,3,0,0,10000
6643,397660,11,8,0,0,10000
6644,397690,295,67,56,56,75000
6645,397700,26,97,308,352,75000
6646,397720,102,65,1,1,75000
6647,397730,28,26,0,0,10000
6648,397740,525,13,683,683,35000
6649,397750,53,12,0,0,10000
6650,397760,1,84,0,0,10000
6651,397770,52,17,0,0,35000
6652,397780,88,19,0,0,10000
6653,397800,7,14,0,0,10000
6654,397810,6,17,0,0,10000
6655,397820,24,20,0,0,10000
6656,397830,1,5,0,0,10000
6657,397840,38,32,0,0,10000
6658,397850,14,2,0,0,10000
6659,397860,16,2,0,0,10000
6660,397870,26,20,0,0,35000
6661,397900,9693,5411,584,279,1500000
6662,397940,92,29,253,275,35000
6663,397950,4497,485,211,303,350000
6664,397960,8,2,0,0,10000
6665,397970,16,6,0,0,10000
6666,397980,251,221,262,297,350000
6667,397990,95,14,0,0,35000
6668,398000,238,3,0,0,35000
6669,398020,10,9,0,0,10000
6670,398030,297,21,0,0,35000
6671,398070,45,20,0,0,10000
6672,398100,397,97,429,429,35000
6673,398110,9,12,0,0,10000
6674,398120,19,30,0,0,10000
6675,398140,29,11,0,0,10000
6676,398150,41,27,515,769,35000
6677,398170,220,50,0,0,10000
6678,398180,146,70,0,0,35000
6679,398250,17,0,0,0,10000
6680,398260,3,1,0,0,10000
6681,398450,201,48,0,0,75000
6682,398460,114,10,0,0,10000
6683,398480,7,4,0,0,10000
6684,398530,11,9,0,0,10000
6685,398620,60,11,0,0,35000
6686,398640,44,42,0,0,10000
6687,398670,7,8,0,0,10000
6688,398680,511,238,242,272,150000
6689,398710,5139,350,245,200,350000
6690,398810,141,38,2583,2583,10000
6691,398830,7,5,297,299,35000
6692,398840,293,223,103,103,150000
6693,398850,3603,160,324,298,350000
6694,398890,16,4,0,0,10000
6695,398900,1,0,0,0,10000
6696,398920,17,5,0,0,10000
6697,398930,22,10,0,0,10000
6698,398940,28,6,0,0,10000
6699,398960,17,6,0,0,10000
6700,398980,181,21,0,0,10000
6701,399000,38,16,273,288,35000
6702,399040,69,13,246,246,10000
6703,399070,303,48,123,123,10000
6704,399090,8,38,222,225,10000
6705,399100,36,70,11,11,35000
6706,399120,707,473,0,0,35000
6707,399130,77,84,964,964,10000
6708,399140,43,5,0,0,10000
6709,399180,4,4,0,0,10000
6710,399230,19,71,259,262,75000
6711,399240,8,2,0,0,10000
6712,399260,25,10,0,0,10000
6713,399420,17,7,0,0,10000
6714,399430,270,163,199,217,350000
6715,399520,201,47,0,0,75000
6716,399530,10,2,0,0,10000
6717,399600,305,10,0,0,10000
6718,399640,377,24,0,0,10000
6719,399670,2370,348,334,559,150000
6720,399780,315,39,0,0,75000
6721,399790,416,439,256,360,350000
6722,399810,1800,637,0,0,75000
6723,399820,1234,277,142,235,75000
6724,399880,7,1,0,0,10000
6725,399890,162,46,224,224,75000
6726,399900,15,10,0,0,10000
6727,399910,41,3,0,0,35000
6728,399920,23,14,0,0,10000
6729,400020,331,78,50,75,35000
6730,400030,121,102,0,0,150000
6731,400080,2,2,0,0,10000
6732,400110,356,173,0,0,350000
6733,400130,10,5,0,0,10000
6734,400160,306,31,0,0,35000
6735,400170,1190,457,100,125,350000
6736,400180,528,134,281,339,350000
6737,400200,55,29,0,0,10000
6738,400220,10,3,0,0,10000
6739,400230,2,2,0,0,10000
6740,400240,1460,884,190,202,750000
6741,400250,1286,893,330,372,750000
6742,400280,17,2,0,0,10000
6743,400350,16,7,0,0,10000
6744,400360,103,51,0,0,10000
6745,400370,190,100,192,209,150000
6746,400380,11,15,299,339,35000
6747,400410,7,6,0,0,10000
6748,400450,317,87,177,177,35000
6749,400470,65,34,0,0,10000
6750,400500,18,24,0,0,10000
6751,400510,145,135,292,338,35000
6752,400570,3,0,0,0,10000
6753,400580,169,10,0,0,35000
6754,400630,1716,90,592,939,350000
6755,400660,348,41,100,100,35000
6756,400710,11,2,0,0,10000
6757,400740,110,140,264,270,150000
6758,400790,180,29,188,188,35000
6759,400800,278,114,0,0,35000
6760,400880,7,19,0,0,10000
6761,400910,6496,167,2356,3223,150000
6762,400940,417,134,0,0,35000
6763,401090,66,19,0,0,10000
6764,401120,57,8,0,0,35000
6765,401170,4,1,0,0,10000
6766,401190,1948,1073,227,274,150000
6767,401200,8,0,0,0,10000
6768,401210,2,3,0,0,10000
6769,401250,21,22,0,0,10000
6770,401280,19,0,0,0,10000
6771,401290,45,4,0,0,10000
6772,401330,39,20,0,0,10000
6773,401360,226,67,21,21,35000
6774,401420,26,17,0,0,35000
6775,401510,14,1,0,0,10000
6776,401550,11,0,0,0,10000
6777,401560,8,15,0,0,10000
6778,401680,1157,122,0,0,150000
6779,401690,158,99,705,705,10000
6780,401710,454,140,206,206,75000
6781,401800,35,10,0,0,10000
6782,401810,525,50,0,0,35000
6783,401820,86,32,0,0,10000
6784,401840,67,16,0,0,35000
6785,401890,131,52,68,68,10000
6786,401910,75,5,0,0,10000
6787,401970,22,12,0,0,10000
6788,402020,1684,715,0,0,150000
6789,402030,43,20,0,0,35000
6790,402040,340,89,0,0,35000
6791,402060,138,55,0,0,10000
6792,402120,250,48,0,0,35000
6793,402130,416,393,0,0,150000
6794,402150,37,12,0,0,10000
6795,402160,183,144,0,0,10000
6796,402170,27,34,299,322,35000
6797,402180,2019,320,621,618,350000
6798,402190,13,15,0,0,10000
6799,402210,57,16,0,0,10000
6800,402220,41,41,453,453,75000
6801,402260,332,75,0,0,35000
6802,402300,46,22,0,0,10000
6803,402310,344,77,891,891,35000
6804,402330,2147,205,0,0,75000
6805,402340,77,9,0,0,10000
6806,402390,106,88,203,248,750000
6807,402430,568,52,0,0,150000
6808,402530,369,24,0,0,75000
6809,402560,414,321,96,113,350000
6810,402570,3992,890,1240,425,750000
6811,402620,574,22,345,345,35000
6812,402670,13,16,0,0,10000
6813,402710,6333,3149,418,496,350000
6814,402750,196,85,115,115,35000
6815,402800,21,22,0,0,10000
6816,402840,1823,345,581,104,350000
6817,402850,69,42,348,348,35000
6818,402880,370,98,0,0,10000
6819,402890,180,108,0,0,150000
6820,402910,1,4,0,0,10000
6821,402940,2,1,0,0,10000
6822,402970,1,0,0,0,10000
6823,402980,46,31,340,352,35000
6824,403010,3,4,0,0,10000
6825,403030,4,0,0,0,10000
6826,403070,36,4,0,0,10000
6827,403090,23,1,0,0,10000
6828,403100,32,9,0,0,10000
6829,403120,267,106,467,467,75000
6830,403180,233,55,0,0,35000
6831,403190,4171,1267,1069,1346,350000
6832,403200,21,46,283,283,10000
6833,403230,16,3,0,0,10000
6834,403270,21,1,0,0,10000
6835,403290,167,92,0,0,75000
6836,403300,3,4,0,0,10000
6837,403390,18,13,0,0,35000
6838,403400,166,41,2,2,75000
6839,403410,58,18,0,0,35000
6840,403430,267,46,3,3,75000
6841,403440,18,9,0,0,10000
6842,403460,6,2,0,0,10000
6843,403510,170,42,271,271,75000
6844,403560,166,301,236,216,350000
6845,403570,580,249,194,227,350000
6846,403590,74,124,0,0,10000
6847,403640,21022,5059,1117,1107,1500000
6848,403660,15,14,0,0,10000
6849,403670,73,22,0,0,35000
6850,403680,6,8,0,0,10000
6851,403700,218,33,220,220,10000
6852,403740,432,270,243,408,150000
6853,403780,35,2,0,0,10000
6854,403830,253,16,0,0,35000
6855,403850,72,33,0,0,10000
6856,403860,58,90,0,0,35000
6857,403880,54,43,126,126,10000
6858,403900,197,252,217,221,350000
6859,403940,333,74,1296,1296,35000
6860,403950,287,29,0,0,75000
6861,403970,936,311,117,117,150000
6862,403980,47,152,0,0,75000
6863,404030,20,1,0,0,10000
6864,404040,126,15,0,0,35000
6865,404050,107,49,0,0,35000
6866,404070,19,14,0,0,10000
6867,404080,132,160,0,0,10000
6868,404100,34,7,0,0,10000
6869,404150,41,28,0,0,10000
6870,404170,48,5,0,0,10000
6871,404180,89,18,0,0,35000
6872,404200,348,88,0,0,35000
6873,404270,47,5,0,0,10000
6874,404390,13,2,0,0,10000
6875,404400,15,3,0,0,10000
6876,404410,3420,366,33,50,750000
6877,404420,11,6,0,0,10000
