,appid,positive_ratings,negative_ratings,average_playtime,median_playtime,owners
14213,620280,15,1,0,0,10000
14214,620310,10,1,424,424,35000
14215,620330,4,1,0,0,10000
14216,620340,20,0,0,0,10000
14217,620360,33,1,0,0,10000
14218,620530,172,28,335,334,35000
14219,620570,5,8,0,0,10000
14220,620580,7,5,0,0,10000
14221,620590,1962,674,519,700,75000
14222,620630,5,2,0,0,10000
14223,620640,5,5,0,0,10000
14224,620650,57,4,0,0,10000
14225,620660,5,0,0,0,10000
14226,620670,12,2,0,0,10000
14227,620700,25,24,0,0,10000
14228,620710,24,3,0,0,10000
14229,620790,2,5,0,0,10000
14230,620800,8,1,0,0,10000
14231,620900,28,1,0,0,10000
14232,620940,25,1,0,0,10000
14233,620980,11083,797,1204,1349,350000
14234,621010,18,1,0,0,10000
14235,621020,81,36,0,0,10000
14236,621050,12,18,0,0,10000
14237,621060,6563,775,2021,3387,350000
14238,621070,372,89,0,0,35000
14239,621080,77,5,0,0,10000
14240,621090,1,0,0,0,10000
14241,621150,13,8,236,227,35000
14242,621170,7,0,0,0,10000
14243,621220,335,95,0,0,35000
14244,621290,1,4,0,0,10000
14245,621530,24,49,253,284,75000
14246,621780,7,4,0,0,10000
14247,621810,101,23,0,0,10000
14248,621830,950,498,0,0,75000
14249,621850,15,2,0,0,10000
14250,621880,137,199,73,73,75000
14251,621930,135,22,0,0,10000
14252,621940,48,11,0,0,10000
14253,621970,34,12,0,0,10000
14254,622010,35,21,0,0,10000
14255,622020,18,9,0,0,10000
14256,622040,166,87,7,7,35000
14257,622060,96,27,0,0,35000
14258,622080,8,16,0,0,10000
14259,622150,2,0,0,0,10000
14260,622170,217,116,28,28,75000
14261,622200,6,0,0,0,10000
14262,622220,987,94,0,0,35000
14263,622230,8,0,0,0,10000
14264,622270,62,1,0,0,10000
14265,622300,2,2,0,0,10000
14266,622310,16,17,0,0,10000
14267,622320,8,7,0,0,10000
14268,622370,108,64,23,23,35000
14269,622380,25,6,0,0,35000
14270,622420,95,23,0,0,10000
14271,622440,38,49,1,1,10000
14272,622460,142,32,0,0,35000
14273,622470,60,59,0,0,35000
14274,622480,9,1,0,0,10000
14275,622510,1,0,0,0,10000
14276,622530,9,11,242,242,35000
14277,622540,8,14,0,0,10000
14278,622550,1,0,0,0,10000
14279,622610,8,4,0,0,10000
14280,622620,3,0,0,0,10000
14281,622650,9901,1398,38,43,750000
14282,622670,27,9,0,0,10000
14283,622700,10,8,0,0,10000
14284,622720,234,77,135,135,35000
14285,622770,163,59,0,0,10000
14286,622810,24,1,0,0,10000
14287,622820,8,7,287,294,35000
14288,622830,16,5,0,0,10000
14289,622870,118,11,0,0,10000
14290,622880,22,9,0,0,10000
14291,622890,20,1,0,0,10000
14292,622910,22,3,0,0,10000
14293,622920,32,34,249,249,35000
14294,622930,5,0,0,0,10000
14295,623040,6,1,0,0,10000
14296,623050,8,4,0,0,10000
14297,623070,39,17,0,0,10000
14298,623080,927,10,0,0,10000
14299,623090,100,26,0,0,10000
14300,623160,18,1,0,0,10000
14301,623170,20,1,0,0,10000
14302,623180,9,2,0,0,10000
14303,623310,122,96,16,16,10000
14304,623320,20,2,0,0,10000
14305,623360,2,4,0,0,10000
14306,623370,5,2,0,0,10000
14307,623380,24,4,0,0,10000
14308,623460,1,1,0,0,10000
14309,623470,2,0,0,0,10000
14310,623540,31,1,0,0,10000
14311,623550,36,31,304,304,75000
14312,623570,10,5,0,0,10000
14313,623580,36,31,276,293,75000
14314,623640,83,8,0,0,10000
14315,623670,13,5,0,0,10000
14316,623800,15,0,0,0,10000
14317,623810,63,21,0,0,10000
14318,623820,0,4,0,0,10000
14319,623840,358,114,12,12,75000
14320,623860,8,5,0,0,10000
14321,623900,14,8,0,0,10000
14322,623920,26,9,0,0,10000
14323,623930,38,16,0,0,10000
14324,623940,2909,171,243,243,350000
14325,624050,7,1,0,0,10000
14326,624060,2,1,0,0,10000
14327,624070,6,1,0,0,10000
14328,624080,12,0,0,0,10000
14329,624090,4399,2466,19379,23360,1500000
14330,624120,75,54,1178,1178,35000
14331,624270,541,90,0,0,35000
14332,624320,31,3,0,0,10000
14333,624410,36,11,0,0,10000
14334,624430,10,8,0,0,10000
14335,624460,296,12,8,8,75000
14336,624550,11,18,0,0,10000
14337,624560,1,8,0,0,10000
14338,624610,3,2,0,0,10000
14339,624630,1,6,0,0,10000
14340,624680,14,8,0,0,10000
14341,624690,44,10,0,0,10000
14342,624710,19,1,0,0,10000
14343,624780,2,1,0,0,10000
14344,624870,37,22,0,0,10000
14345,624890,52,5,0,0,10000
14346,624900,1,0,0,0,10000
14347,624920,30,8,0,0,10000
14348,624970,257,54,0,0,35000
14349,624990,8,0,0,0,10000
14350,625000,13,0,0,0,10000
14351,625040,11,6,0,0,10000
14352,625080,5,2,0,0,10000
14353,625120,29,5,0,0,10000
14354,625160,3,3,0,0,10000
14355,625180,2,6,0,0,10000
14356,625220,2,0,0,0,10000
14357,625320,13,4,0,0,10000
14358,625370,38,28,302,302,35000
14359,625410,8,0,0,0,10000
14360,625430,341,178,49,91,150000
14361,625460,8,1,0,0,10000
14362,625470,165,14,17,17,150000
14363,625560,10,1,0,0,10000
14364,625580,5,3,0,0,10000
14365,625630,3,0,0,0,10000
14366,625680,60,7,0,0,10000
14367,625690,5,1,0,0,10000
14368,625700,10,4,0,0,10000
14369,625730,36,5,0,0,10000
14370,625740,85,3,0,0,10000
14371,625770,18,2,0,0,10000
14372,625780,34,2,0,0,10000
14373,625800,5,1,0,0,10000
14374,625820,23,3,0,0,10000
14375,625830,23,1,0,0,10000
14376,625860,150,81,0,0,75000
14377,625900,3,1,0,0,10000
14378,625910,51,11,0,0,10000
14379,625940,27,6,0,0,10000
14380,625950,6,14,190,208,35000
14381,625980,207,7,0,0,10000
14382,625990,29,5,0,0,10000
14383,626010,134,77,396,396,75000
14384,626020,6,3,0,0,10000
14385,626130,6,2,0,0,10000
14386,626160,11,6,0,0,10000
14387,626170,7,1,0,0,10000
14388,626200,21,62,0,0,10000
14389,626250,27,3,0,0,10000
14390,626500,0,1,0,0,10000
14391,626510,119,28,252,252,10000
14392,626550,70,46,0,0,10000
14393,626570,5,0,0,0,10000
14394,626580,40,12,0,0,10000
14395,626600,64,15,0,0,10000
14396,626610,463,205,0,0,35000
14397,626630,10,12,0,0,35000
14398,626640,22,0,0,0,10000
14399,626660,42,2,0,0,10000
14400,626680,564,164,43,43,350000
14401,626690,5654,2082,1413,1779,350000
14402,626700,9,5,0,0,10000
14403,626730,3,4,0,0,10000
14404,626760,3,8,0,0,10000
14405,626840,1,0,0,0,10000
14406,627070,46,10,0,0,10000
14407,627270,3673,938,103,163,350000
14408,627410,21,2,0,0,10000
14409,627420,5,2,0,0,10000
14410,627450,30,45,0,0,10000
14411,627460,8,8,0,0,10000
14412,627530,9,0,0,0,35000
14413,627570,7,1,0,0,10000
14414,627620,59,64,24,24,150000
14415,627670,33,2,0,0,10000
14416,627690,2884,675,8508,3648,750000
14417,627820,44,19,0,0,10000
14418,627890,43,6,0,0,10000
14419,627910,74,61,0,0,10000
14420,627950,26,37,248,278,350000
14421,628020,5,5,0,0,10000
14422,628030,17,13,0,0,10000
14423,628040,26,15,0,0,10000
14424,628050,121,20,0,0,35000
14425,628060,112,29,0,0,10000
14426,628070,481,67,1336,1336,35000
14427,628080,29,18,0,0,10000
14428,628090,6,2,0,0,10000
14429,628100,4,1,0,0,10000
14430,628110,11,7,0,0,10000
14431,628120,9,8,0,0,10000
14432,628130,17,9,0,0,10000
14433,628140,24,19,0,0,10000
14434,628150,18,3,0,0,10000
14435,628160,6,2,0,0,10000
14436,628170,36,11,0,0,10000
14437,628180,4,0,0,0,10000
14438,628290,137,30,0,0,10000
14439,628340,31,32,257,272,75000
14440,628400,7,14,313,316,35000
14441,628440,111,92,1,1,75000
14442,628450,3,0,0,0,10000
14443,628460,40,3,0,0,10000
14444,628520,22,25,285,292,35000
14445,628530,17,6,0,0,10000
14446,628560,5,6,0,0,10000
14447,628570,12,5,0,0,10000
14448,628580,10,3,622,622,10000
14449,628650,0,7,0,0,10000
14450,628660,58,8,0,0,10000
14451,628700,136,87,0,0,75000
14452,628710,70,29,0,0,10000
14453,628720,18,4,0,0,10000
14454,628730,542,89,0,0,75000
14455,628750,316,63,255,289,150000
14456,628760,42,60,271,271,350000
14457,628770,488,66,24,24,35000
14458,628800,102,3,0,0,10000
14459,628820,7,4,0,0,10000
14460,628840,30,33,412,455,75000
14461,628850,31,16,120,120,35000
14462,628890,158,305,0,0,75000
14463,628900,50,45,0,0,10000
14464,628920,86,15,0,0,10000
14465,628950,89,40,0,0,10000
14466,628960,5,0,0,0,10000
14467,629000,335,35,0,0,35000
14468,629030,25,81,0,0,150000
14469,629040,19,3,0,0,10000
14470,629080,5,0,0,0,10000
14471,629100,3,0,0,0,10000
14472,629110,11,0,0,0,10000
14473,629210,1,6,0,0,10000
14474,629220,405,101,0,0,35000
14475,629240,3,0,0,0,10000
14476,629360,2,2,0,0,10000
14477,629380,11,14,294,316,350000
14478,629400,6,6,0,0,10000
14479,629410,16,1,0,0,10000
14480,629420,8,0,0,0,10000
14481,629430,34,1,0,0,10000
14482,629440,108,3,324,372,10000
14483,629540,57,8,0,0,10000
14484,629640,2,6,0,0,10000
14485,629650,238,10,0,0,10000
14486,629690,367,41,0,0,10000
14487,629720,11,7,0,0,10000
14488,629730,1325,204,12,12,75000
14489,629770,223,33,0,0,10000
14490,629780,8,2,0,0,10000
14491,629810,5,3,0,0,10000
14492,629840,401,124,0,0,10000
14493,629860,24,3,0,0,10000
14494,629910,826,384,2259,2259,150000
14495,629960,180,59,0,0,35000
14496,629970,8,1,0,0,10000
14497,630020,26,8,0,0,10000
14498,630030,168,42,0,0,10000
14499,630050,19,7,0,0,10000
14500,630060,430,18,0,0,10000
14501,630070,13,3,0,0,10000
14502,630080,11,1,0,0,10000
14503,630100,5953,1904,1492,196,1500000
14504,630140,44,20,0,0,10000
14505,630160,17,4,0,0,10000
14506,630170,6,3,0,0,10000
14507,630260,7,0,0,0,10000
14508,630310,178,44,299,299,10000
14509,630360,7,8,0,0,10000
14510,630390,4,1,0,0,10000
14511,630400,12,1,0,0,10000
14512,630460,31,0,0,0,10000
14513,630470,6,4,0,0,10000
14514,630610,56,10,0,0,10000
14515,630640,14,0,0,0,10000
14516,630670,1,3,0,0,10000
14517,630690,3,2,0,0,10000
14518,630720,182,27,54,54,10000
14519,630830,17,0,0,0,10000
14520,630870,26,2,0,0,10000
14521,631010,81,66,341,348,150000
14522,631120,6,0,0,0,10000
14523,631220,3,4,0,0,10000
14524,631240,0,2,0,0,10000
14525,631250,1,2,0,0,10000
14526,631260,1,0,0,0,10000
14527,631270,1,1,0,0,10000
14528,631490,25,1,0,0,10000
14529,631510,1217,211,125,146,75000
14530,631530,25,22,433,438,35000
14531,631540,67,81,0,0,10000
14532,631570,76,4,0,0,10000
14533,631660,72,27,0,0,75000
14534,631770,25,2,0,0,10000
14535,631830,34,17,0,0,10000
14536,631900,156,6,0,0,10000
14537,631910,3,4,0,0,35000
14538,631920,17,8,0,0,10000
14539,631950,0,1,0,0,10000
14540,631980,111,15,38,38,10000
14541,631990,19,7,0,0,10000
14542,632000,268,51,0,0,35000
14543,632020,52,17,0,0,10000
14544,632040,7,0,0,0,10000
14545,632050,8,10,0,0,10000
14546,632070,430,101,283,283,35000
14547,632080,7,0,0,0,10000
14548,632100,18,9,0,0,10000
14549,632110,7,3,0,0,10000
14550,632170,22,8,0,0,10000
14551,632200,2,5,0,0,10000
14552,632240,1,0,0,0,10000
14553,632250,11,2,0,0,10000
14554,632290,15,6,0,0,10000
14555,632300,568,280,43,43,35000
14556,632350,2953,418,59,59,150000
14557,632360,17902,975,1455,1323,1500000
14558,632380,2,2,0,0,10000
14559,632510,51,12,0,0,10000
14560,632640,56,19,0,0,10000
14561,632710,28,2,0,0,10000
14562,632800,61,8,0,0,10000
14563,632820,9,1,0,0,10000
14564,632830,7,1,0,0,10000
14565,632840,14,8,0,0,10000
14566,632880,22,0,84,84,10000
14567,632900,29,5,0,0,10000
14568,633060,498,143,0,0,150000
14569,633110,224,112,478,478,35000
14570,633130,233,149,129,147,150000
14571,633230,1937,1574,417,696,75000
14572,633300,3,1,0,0,10000
14573,633320,16,11,0,0,35000
14574,633350,11,11,213,215,35000
14575,633360,764,215,0,0,35000
14576,633370,221,34,0,0,35000
14577,633430,3,0,0,0,10000
14578,633440,19,17,0,0,10000
14579,633460,3019,607,94,143,150000
14580,633580,8,4,0,0,10000
14581,633600,15,1,0,0,10000
14582,633660,13,2,0,0,10000
14583,633880,41,49,288,312,35000
14584,633930,19,0,0,0,10000
14585,633940,13,8,0,0,10000
14586,633950,113,68,0,0,10000
14587,633970,2,12,0,0,10000
14588,634060,7,2,0,0,10000
14589,634070,62,47,0,0,75000
14590,634090,15,13,0,0,10000
14591,634120,54,33,0,0,10000
14592,634150,3,6,0,0,10000
14593,634160,456,24,0,0,35000
14594,634180,26,12,0,0,10000
14595,634200,25,6,374,374,35000
14596,634230,26,43,302,302,35000
14597,634340,61,2,0,0,35000
14598,634700,122,85,0,0,10000
14599,635000,30,15,396,396,10000
14600,635010,6,0,0,0,35000
14601,635040,5,2,0,0,10000
14602,635050,11,6,0,0,10000
14603,635060,38,25,0,0,10000
14604,635190,3,4,0,0,10000
14605,635200,900,274,0,0,75000
14606,635220,19,6,0,0,10000
14607,635250,274,106,100,100,35000
14608,635260,3048,374,608,608,150000
14609,635270,1,1,0,0,10000
14610,635310,125,21,0,0,35000
14611,635320,1752,257,116,175,150000
14612,635390,30,8,0,0,10000
14613,635410,46,12,0,0,10000
14614,635430,3,1,0,0,10000
14615,635520,2,1,0,0,10000
14616,635550,40,13,0,0,10000
14617,635590,6,2,0,0,10000
14618,635670,79,32,0,0,10000
14619,635730,4562,702,135,200,350000
14620,635790,15,0,0,0,10000
14621,635830,3,3,0,0,10000
14622,635850,53,0,0,0,10000
14623,635880,86,45,209,210,150000
14624,635900,26,12,0,0,10000
14625,635930,3,0,0,0,10000
14626,635940,329,4,0,0,10000
14627,635980,6,0,0,0,10000
14628,636010,5,2,0,0,10000
14629,636020,2,1,0,0,10000
14630,636030,7,4,0,0,10000
14631,636040,1043,674,232,136,350000
14632,636050,11,5,0,0,10000
14633,636070,9,2,0,0,10000
14634,636100,409,52,131,131,35000
14635,636150,322,70,282,317,350000
14636,636170,32,16,0,0,10000
14637,636220,18,0,0,0,10000
14638,636230,13,17,0,0,10000
14639,636310,7,4,0,0,10000
14640,636320,77,35,0,0,10000
14641,636330,17,10,0,0,10000
14642,636370,11,3,301,325,35000
14643,636390,43,4,0,0,10000
14644,636400,29,12,0,0,35000
14645,636430,2,2,0,0,10000
14646,636450,585,54,0,0,35000
14647,636460,24,8,0,0,10000
14648,636470,17,19,233,233,75000
14649,636480,9119,569,2095,2773,350000
14650,636490,17,17,0,0,10000
14651,636520,47,20,0,0,10000
14652,636560,26,23,0,0,35000
14653,636570,170,49,0,0,10000
14654,636580,26,14,0,0,75000
14655,636590,4,3,0,0,10000
14656,636620,18,2,0,0,10000
14657,636690,84,53,0,0,10000
14658,636700,8,5,0,0,35000
14659,636720,20,8,0,0,10000
14660,636740,5,1,0,0,10000
14661,636910,8,0,0,0,10000
14662,636930,45,10,0,0,35000
14663,636950,14,2,0,0,10000
14664,636960,73,14,0,0,10000
14665,636970,155,30,0,0,10000
14666,637040,5,9,0,0,10000
14667,637060,43,18,0,0,10000
14668,637070,2,2,0,0,10000
14669,637090,8238,2953,1641,1653,750000
14670,637100,2156,1045,0,0,150000
14671,637120,16,2,0,0,10000
14672,637330,1,1,0,0,10000
14673,637410,53,26,0,0,10000
14674,637640,3,2,0,0,10000
14675,637650,13789,4046,851,701,750000
14676,637670,936,518,244,244,75000
14677,637850,3357,209,308,308,350000
14678,637860,89,56,0,0,10000
14679,637870,5,1,0,0,10000
14680,637920,0,3,0,0,10000
14681,637930,1,1,0,0,10000
14682,637940,2,0,0,0,10000
14683,637960,42,4,0,0,35000
14684,638000,202,21,0,0,35000
14685,638020,12,6,0,0,10000
14686,638060,4,1,0,0,10000
14687,638070,1344,856,274,303,750000
14688,638110,433,60,11,14,150000
14689,638160,285,106,0,0,35000
14690,638200,93,13,0,0,35000
14691,638240,0,3,0,0,10000
14692,638260,1,1,0,0,10000
14693,638470,6,0,0,0,10000
14694,638650,333,89,0,0,35000
14695,638680,49,22,273,273,35000
14696,638690,12,14,285,295,10000
14697,638720,12,5,0,0,10000
14698,638780,4,0,0,0,10000
14699,638830,4,2,0,0,10000
14700,638900,5,0,0,0,10000
14701,638920,17,18,0,0,75000
14702,638930,54,6,0,0,10000
14703,638970,9023,1343,1255,1586,350000
14704,639130,228,26,0,0,10000
14705,639170,1117,121,517,517,75000
14706,639190,9,5,0,0,10000
14707,639220,33,8,0,0,10000
14708,639230,37,14,0,0,35000
14709,639240,6,2,0,0,10000
14710,639270,190,5,0,0,10000
14711,639280,7,2,0,0,10000
14712,639300,44,23,0,0,10000
14713,639320,6,2,0,0,10000
14714,639450,38,8,0,0,35000
14715,639460,43,14,0,0,10000
14716,639470,73,15,0,0,10000
14717,639490,91,1,0,0,10000
14718,639560,16,2,0,0,10000
14719,639720,60,16,0,0,10000
14720,639730,7,2,0,0,10000
14721,639770,23,2,0,0,10000
14722,639780,1449,67,143,143,75000
14723,639790,7222,252,167,192,350000
14724,639840,13,10,0,0,10000
14725,639920,1,2,0,0,10000
14726,639960,2,1,0,0,10000
14727,640050,206,191,0,0,35000
14728,640090,36,3,0,0,10000
14729,640120,78,0,0,0,10000
14730,640150,334,313,45,45,150000
14731,640210,64,17,0,0,10000
14732,640250,3,0,0,0,10000
14733,640290,10,0,0,0,10000
14734,640300,29,3,0,0,10000
14735,640310,45,78,0,0,10000
14736,640340,34,4,0,0,10000
14737,640380,204,9,21,32,35000
14738,640430,56,26,0,0,10000
14739,640590,196,41,0,0,10000
14740,640600,0,3,0,0,10000
14741,640690,9,2,0,0,10000
14742,640760,25,4,0,0,10000
14743,640800,92,27,0,0,10000
14744,640820,6063,2426,1642,1751,350000
14745,640850,84,35,0,0,10000
14746,640880,31,3,0,0,10000
14747,640890,21,2,0,0,10000
14748,640970,80,25,0,0,10000
14749,640990,104,14,0,0,10000
14750,641050,2,0,0,0,10000
14751,641080,412,346,1281,1281,35000
14752,641590,2,1,0,0,10000
14753,641780,315,113,0,0,75000
14754,641860,23,3,0,0,10000
14755,641870,1,2,0,0,10000
14756,641910,21,23,0,0,10000
14757,641950,15,7,0,0,10000
14758,641960,443,58,157,157,35000
14759,641980,53,8,0,0,10000
14760,641990,5085,1167,674,950,750000
14761,642000,27,12,0,0,35000
14762,642070,10,13,0,0,10000
14763,642090,384,21,0,0,35000
14764,642170,25,5,0,0,10000
14765,642190,15,0,0,0,10000
14766,642390,233,153,0,0,150000
14767,642520,58,38,0,0,35000
14768,642560,349,26,0,0,35000
14769,642570,0,1,0,0,10000
14770,642580,58,18,6,6,10000
14771,642600,13,0,0,0,10000
14772,642610,99,4,0,0,10000
14773,642650,42,2,0,0,10000
14774,642660,1,1,0,0,10000
14775,642680,0,2,0,0,10000
14776,642700,5,7,0,0,10000
14777,642730,25,1,0,0,10000
14778,642770,78,5,0,0,10000
14779,642830,30,10,0,0,10000
14780,642840,5,0,0,0,10000
14781,643200,48,14,0,0,10000
14782,643260,13,1,0,0,10000
14783,643270,4293,219,25,10,350000
14784,643590,18,12,0,0,10000
14785,643600,43,121,0,0,35000
14786,643610,36,9,0,0,10000
14787,643620,70,18,0,0,10000
14788,643700,32,10,0,0,10000
14789,643810,194,34,0,0,10000
14790,643820,90,47,0,0,10000
14791,643830,52,5,0,0,10000
14792,643870,306,26,0,0,10000
14793,643880,412,28,762,762,35000
14794,643900,42,5,0,0,10000
14795,643950,4,7,0,0,10000
14796,643960,99,22,0,0,10000
14797,643970,9,5,0,0,10000
14798,643980,143,65,6,6,35000
14799,644010,19,8,0,0,10000
14800,644080,67,13,82,82,10000
14801,644090,18,7,0,0,10000
14802,644100,235,95,277,281,35000
14803,644110,7,6,0,0,10000
14804,644120,7,4,0,0,10000
14805,644160,30,17,0,0,10000
14806,644200,154,32,0,0,10000
14807,644290,456,335,23,23,35000
14808,644330,1,1,0,0,10000
14809,644370,24,2,0,0,10000
14810,644380,13,10,0,0,10000
14811,644390,201,33,0,0,75000
14812,644400,3,0,0,0,10000
14813,644420,28,7,0,0,10000
14814,644480,142,58,0,0,10000
14815,644530,9,7,0,0,10000
14816,644540,262,51,244,244,75000
14817,644550,230,25,0,0,10000
14818,644560,21474,702,281,291,750000
14819,644570,6922,648,221,202,350000
14820,644580,13,0,0,0,10000
14821,644610,18,8,0,0,10000
14822,644640,163,139,0,0,75000
14823,644660,17,4,0,0,10000
14824,644670,74,28,0,0,10000
14825,644680,4,3,0,0,10000
14826,644710,55,4,0,0,10000
14827,644740,2,0,0,0,10000
14828,644760,9,11,0,0,10000
14829,644890,8,10,0,0,10000
14830,644930,11377,1921,1712,1437,750000
14831,645090,1512,126,170,252,75000
14832,645150,3,4,0,0,10000
14833,645240,5,0,0,0,10000
14834,645260,405,198,34,35,350000
14835,645280,6,2,0,0,10000
14836,645290,67,21,0,0,10000
14837,645330,7,9,0,0,10000
14838,645340,21,13,0,0,10000
14839,645360,7,9,0,0,10000
14840,645380,20,5,0,0,10000
14841,645410,8,3,0,0,10000
14842,645420,12,4,0,0,10000
14843,645440,2,10,0,0,10000
14844,645450,49,10,0,0,10000
14845,645460,34,16,0,0,10000
14846,645470,5,2,0,0,10000
14847,645480,196,126,9,9,150000
14848,645500,18,1,0,0,10000
14849,645630,9390,2752,724,698,750000
14850,645650,6,5,0,0,10000
14851,645690,159,17,0,0,35000
14852,645710,97,75,9,9,10000
14853,645730,291,56,1711,1711,10000
14854,645750,23,0,0,0,10000
14855,645780,5,3,0,0,10000
14856,645790,291,156,0,0,35000
14857,645820,81,3,1,1,10000
14858,645830,26,67,0,0,75000
14859,645860,7,5,0,0,10000
14860,645920,51,12,0,0,10000
14861,645930,11,18,0,0,10000
14862,645940,17,7,0,0,35000
14863,646010,16,6,0,0,10000
14864,646050,20,32,0,0,10000
14865,646100,71,176,10,12,35000
14866,646150,1,1,0,0,10000
14867,646180,1,2,0,0,10000
14868,646200,663,134,178,178,75000
14869,646210,26,1,0,0,10000
14870,646270,432,92,465,465,35000
14871,646280,16,3,0,0,10000
14872,646300,8,3,0,0,10000
14873,646310,57,21,0,0,10000
14874,646330,18,2,0,0,10000
14875,646350,1,3,0,0,10000
14876,646360,10,1,0,0,35000
14877,646370,19,0,0,0,10000
14878,646380,9,1,0,0,10000
14879,646430,12,17,0,0,10000
14880,646440,1,5,0,0,10000
14881,646460,11,0,0,0,10000
14882,646470,47,9,0,0,10000
14883,646500,309,49,0,0,35000
14884,646530,37,4,0,0,10000
14885,646570,26166,998,3034,1857,1500000
14886,646600,76,28,14,14,35000
14887,646680,6,1,0,0,10000
14888,646820,46,36,0,0,35000
14889,646890,2,5,0,0,10000
14890,646910,4030,3916,2029,1685,350000
14891,646960,21,19,0,0,10000
14892,647000,36,42,0,0,75000
14893,647050,10,7,0,0,10000
14894,647080,4,0,0,0,10000
14895,647090,2,0,0,0,10000
14896,647280,12,25,0,0,10000
14897,647410,69,33,0,0,10000
14898,647430,4,5,0,0,10000
14899,647500,19,7,0,0,10000
14900,647570,117,39,0,0,10000
14901,647590,63,19,0,0,10000
14902,647740,77,13,0,0,10000
14903,647820,28,31,0,0,10000
14904,647830,870,268,114,114,75000
14905,647840,12,1,0,0,10000
14906,647890,1,1,0,0,10000
14907,647900,2,0,0,0,10000
14908,647910,2,0,0,0,10000
14909,647930,1,0,0,0,10000
14910,647950,2,0,0,0,10000
14911,647960,519,25,834,834,150000
14912,647980,8,11,0,0,10000
14913,647990,16,1,0,0,10000
14914,648020,6,4,0,0,10000
14915,648050,53,3,0,0,10000
14916,648060,11,4,0,0,10000
14917,648070,14,10,0,0,10000
14918,648100,188,6,0,0,10000
14919,648120,353,95,240,243,150000
14920,648190,9,0,0,0,10000
14921,648260,8,10,0,0,10000
14922,648340,5,11,0,0,10000
14923,648350,9824,4060,1201,1509,750000
14924,648380,0,1,0,0,10000
14925,648390,3763,206,30,36,350000
14926,648430,738,537,378,473,350000
14927,648440,44,25,0,0,10000
14928,648510,7,2,0,0,10000
14929,648530,1,2,0,0,10000
14930,648550,14,4,0,0,10000
14931,648570,13,4,0,0,10000
14932,648580,82,2,0,0,10000
14933,648600,12,14,0,0,35000
14934,648630,9,13,0,0,10000
14935,648640,7,1,0,0,10000
14936,648750,38,11,0,0,10000
14937,648780,36,12,0,0,10000
14938,648800,11577,3177,826,748,750000
14939,648810,20,8,0,0,10000
14940,648880,10,0,0,0,10000
14941,648890,43,6,0,0,10000
14942,649000,4,2,0,0,10000
14943,649040,1,0,0,0,10000
14944,649120,8,0,0,0,10000
14945,649150,11,25,0,0,10000
14946,649170,37,7,0,0,10000
14947,649190,256,260,0,0,35000
14948,649300,1,6,0,0,10000
14949,649360,23,5,0,0,10000
14950,649450,37,12,0,0,10000
14951,649460,6,4,0,0,10000
14952,649510,4,9,0,0,10000
14953,649570,6,2,0,0,10000
14954,649580,207,77,0,0,10000
14955,649600,116,45,33,33,10000
14956,649620,40,1,0,0,10000
14957,649630,1,6,0,0,10000
14958,649640,123,44,0,0,10000
14959,649660,5,5,0,0,10000
14960,649670,19,14,0,0,10000
14961,649730,4,3,0,0,10000
14962,649740,2,6,0,0,10000
14963,649790,96,56,0,0,10000
14964,649810,49,15,0,0,10000
14965,649820,4,0,0,0,10000
14966,649870,46,37,0,0,35000
14967,649880,29,19,0,0,10000
14968,649890,105,6,0,0,75000
14969,649900,208,135,11,11,150000
14970,649990,24,2,0,0,10000
14971,650000,849,609,122,231,150000
14972,650010,4,2,0,0,10000
14973,650070,52,10,0,0,10000
14974,650110,130,91,0,0,10000
14975,650220,225,56,93,113,75000
14976,650310,0,2,0,0,10000
14977,650340,0,2,0,0,10000
14978,650350,80,63,0,0,10000
14979,650440,209,74,0,0,10000
14980,650490,52,71,5,5,10000
14981,650510,197,83,0,0,10000
14982,650570,68,2,0,0,10000
14983,650600,2,1,0,0,10000
14984,650670,288,134,0,0,10000
14985,650680,31,14,0,0,10000
14986,650700,1779,166,8,8,350000
14987,650720,0,1,0,0,10000
14988,650730,9,7,0,0,10000
14989,650750,46,8,0,0,10000
14990,650760,577,335,0,0,150000
14991,650770,5,2,0,0,10000
14992,650810,8,16,0,0,10000
14993,650820,2,2,0,0,10000
14994,650860,28,16,0,0,10000
14995,650880,7,7,0,0,10000
14996,650940,141,25,0,0,10000
14997,650980,1,1,0,0,10000
14998,650990,0,1,0,0,10000
14999,651010,5,2,0,0,10000
15000,651050,15,6,0,0,10000
15001,651060,12,8,0,0,10000
15002,651080,2,1,0,0,10000
15003,651090,92,91,1,1,75000
15004,651120,12,2,0,0,10000
15005,651170,5,2,0,0,10000
15006,651320,3,1,0,0,10000
15007,651340,43,10,0,0,10000
15008,651360,11,0,0,0,10000
15009,651380,61,9,0,0,10000
15010,651470,88,26,0,0,75000
15011,651500,133,2,0,0,10000
15012,651520,7,6,0,0,10000
15013,651550,16,4,0,0,10000
15014,651560,5,6,0,0,10000
15015,651610,1,0,0,0,10000
15016,651640,10,1,0,0,10000
15017,651650,6,6,0,0,10000
15018,651660,304,89,195,245,10000
15019,651680,19,5,0,0,10000
15020,651690,3,1,0,0,10000
15021,651820,3,1,0,0,10000
15022,651970,3,2,0,0,10000
15023,651990,1,0,0,0,10000
15024,652000,6,2,0,0,10000
15025,652030,9,3,0,0,10000
15026,652040,5,3,0,0,10000
15027,652050,16,1,0,0,10000
